,startTime,peakVelocityTime,stopTime,amplitude,angle,peakVelocity
0,23386.760755,23386.769089,23386.775755,2.604346306281786,25.676111260746413,234.82802753887734
1,23400.470826,23400.477493,23400.480826,0.7433149610516021,-174.32010348287415,103.13513416368427
2,23418.409246,23418.415912,23418.419246,1.068007788242368,67.82255755119242,125.19879729412811
3,23419.289249,23419.294249,23419.299249,0.7548326473587812,169.23695762048786,82.69915472594522
4,23420.505921,23420.510921,23420.515921,1.0497390466408014,-8.033553593026369,111.26758450375843
5,23420.779257,23420.785923,23420.79259,2.2583520755420707,-120.41728753092768,223.6298979999953
6,23425.354279,23425.359279,23425.364279,0.6466085630714102,179.87343327183285,76.32702816875366
7,23448.076068,23448.082735,23448.086068,0.9685863865078425,-162.55809687003102,114.78342352204602
8,23454.779444,23454.787777,23454.794444,1.9472469140272306,-70.68208921307662,175.68840067240342
9,23454.981111,23454.986111,23454.991111,1.2152235441396058,-114.9791916719609,140.85773208405436
10,23481.17624,23481.182907,23481.18624,0.777266096985122,-179.30093276124646,85.13430357227081
11,23485.552931,23485.562931,23485.614598,15.142060000965216,-18.180749506498547,423.96607098535696
12,23485.762932,23485.772932,23485.799599,10.482780428307509,-57.631246203190074,463.7855879182942
13,23485.956266,23485.9646,23485.9696,2.323540189964141,-27.696065666036322,214.61585908485722
14,23486.114601,23486.126267,23486.157934,8.076428071584303,176.07896661024265,425.9582392332503
15,23486.314602,23486.324602,23486.366268,17.93054614807402,-177.02841319164196,470.22320811362044
16,23486.534603,23486.541269,23486.544603,1.2332986343405072,18.229481867853217,135.61666829254153
17,23487.037939,23487.044606,23487.051272,1.6415394272396022,176.62315683672938,156.6181124478876
18,23487.254607,23487.261273,23487.266273,0.9047084480963119,-4.802750764661796,98.8152771214182
19,23488.584613,23488.596279,23488.65628,24.08768808760972,-157.88457239049924,487.9186233448768
20,23488.819614,23488.83128,23488.87628,17.365655855903746,23.263464839647423,576.4620316786124
21,23489.314616,23489.321282,23489.326282,1.9293626345697936,168.40839451264725,212.5245558867519
22,23489.521282,23489.527949,23489.531283,0.7684816849160594,-7.081243020286644,96.59998041311286
23,23496.839653,23496.846319,23496.851319,1.4021371090176007,-176.94993812232735,148.6319818209435
24,23497.077988,23497.084655,23497.091321,1.3410319958904404,-8.646969271691516,139.96864663267095
25,23520.208111,23520.218111,23520.244778,6.294154737632491,-2.5095772336456483,303.13008001181083
26,23520.749782,23520.759782,23520.784783,6.279481372521714,179.29630877967438,296.023255079007
27,23520.983117,23520.993117,23521.008118,4.053392640956591,-16.55119311863955,277.05722190744655
28,23521.399788,23521.426454,23521.468122,23.91620709292433,-142.72273343495704,525.3902086231531
29,23521.631456,23521.641456,23521.653123,4.66569972694408,-95.06754443992737,339.8471840000281
30,23521.779791,23521.786457,23521.793125,2.6880031674751605,-116.52173804925708,227.3234367282771
31,23521.951459,23521.964793,23521.991459,22.453548662943327,39.65853726045197,805.5500530252364
0,23644.460453,23644.467119,23644.472119,1.6251232948501015,-138.64924787318643,155.58412753267754
1,23657.46385,23657.470517,23657.475517,1.1852426180602085,-161.16628177170205,122.56819584201708
2,23657.632184,23657.638851,23657.642184,0.5712447906565411,19.71855064467933,62.8210945847506
3,23670.575582,23670.582248,23670.587248,0.8163960828720078,-179.4087695358514,80.3121139190165
4,23676.282273,23676.290607,23676.31894,6.028939220632212,179.6835408710745,264.9493998063408
5,23676.47894,23676.490607,23676.523941,8.706516026870972,-0.7858393913834952,375.7920477039477
6,23676.882275,23676.890609,23676.897275,2.3998967710413357,166.1869320223384,227.2863142315486
7,23678.680616,23678.683949,23678.690616,1.5690334716020953,-68.14999491129268,167.34635157031903
8,23690.315674,23690.320674,23690.32734,1.6853729226790461,-164.44455712482713,174.2650017638561
9,23706.279086,23706.285753,23706.290753,1.1186444116059242,105.11462667407709,117.58739892906115
10,23706.642422,23706.649089,23706.655756,1.3920137984844154,-87.72859944296842,135.6812988438415
11,23707.470761,23707.475761,23707.480761,0.9694404258000342,124.39404879916935,110.8925421603293
12,23711.670783,23711.677449,23711.680783,0.8177012909394881,-7.639101765524061,92.64685078488162
