,startTime,peakVelocityTime,stopTime,amplitude,angle,peakVelocity
0,30239.30754,30239.315874,30239.32254,1.8693299466415718,-15.056005016997517,161.6565241776075
1,30250.764264,30250.767597,30250.774264,1.2082048689688354,85.85032992421372,127.02383424461127
2,30260.145976,30260.152642,30260.157642,1.4423893126077485,90.41482892288742,143.20886992729064
3,30260.839312,30260.845979,30260.85098,1.0480107838032724,-67.6563785674952,105.69642463621263
4,30270.471025,30270.482692,30270.496026,4.739539379435554,17.985913127581096,274.8937882969879
5,30271.021027,30271.031027,30271.03936,2.3862405367854667,155.72133001990343,187.51672280326073
6,30271.494362,30271.501029,30271.511029,2.221318040805264,9.013254392442247,185.4697518309984
7,30271.999364,30272.006031,30272.012698,1.3747742639603269,8.425797753009226,141.83283187303778
8,30272.376032,30272.384365,30272.392699,2.434631418414945,167.46077236098049,198.33558824120337
9,30272.719367,30272.726034,30272.7327,1.420759444653493,2.434501758164001,135.24925467837306
10,30273.394368,30273.399368,30273.406035,1.5965016866650565,-107.00397012805382,162.83645215895473
11,30303.572854,30303.579521,30303.584521,1.601399012264986,31.601442345730455,169.31551075826343
12,30304.262858,30304.269525,30304.276192,1.2810986489848855,161.037191006336,128.785208255068
13,30305.636199,30305.644532,30305.652865,1.5852224567798219,170.6919322565815,130.77846873565952
14,30306.107867,30306.116201,30306.121201,1.3268580260521152,11.630382150879544,133.3877890806374
15,30307.066206,30307.07454,30307.081207,1.1925850462951284,133.96548893026826,104.97770880876942
16,30307.376208,30307.382874,30307.389541,1.1716365408342426,-67.27178902136592,102.55048484053046
17,30319.239599,30319.242932,30319.249599,0.8296227004804086,-7.567482132211185,87.97572467800819
18,30324.436292,30324.442958,30324.449625,2.098287433695625,89.10735349680222,198.34799814106532
19,30324.982961,30324.989628,30324.997961,1.7795766700099662,-85.31579343510462,147.27970834400685
20,30335.724682,30335.729682,30335.736349,1.0464955971959917,47.16095410509681,110.85644077434222
21,30338.561361,30338.571361,30338.589694,4.097162356419258,-177.76367763573913,286.76805427837576
22,30338.858029,30338.866363,30338.871363,1.962450984333021,6.187340023358106,201.5475738618951
23,30339.601367,30339.606367,30339.616367,1.1352344392859721,-165.39240226113284,87.83854628546396
24,30339.844701,30339.849701,30339.856368,1.2286102203718912,19.35689597280594,131.10101066465285
25,30340.163036,30340.16637,30340.174703,0.6887123241950699,-14.004227228867906,60.88554205370602
26,30347.204729,30347.213062,30347.221396,2.0725115967849796,66.89380215165241,156.39974587368135
27,30356.023106,30356.03144,30356.038106,1.5029368971959385,-89.95871021475674,120.23112548217162
28,30356.871445,30356.878111,30356.884778,2.0035978698548456,74.76808545998072,189.77081949585062
29,30362.629802,30362.636469,30362.639802,0.8232309086953336,75.21062745899067,102.21050845836373
30,30364.333139,30364.343139,30364.34814,2.22009301055769,130.74753006774506,216.75754661866122
31,30364.356474,30364.36314,30364.366474,0.6337014797914153,-40.189710503113126,74.20831532049287
32,30364.871475,30364.879808,30364.901475,1.5006698895129533,-50.83022935948253,229.38187960193488
33,30368.363155,30368.366489,30368.373155,1.240866795606229,78.49483016661809,131.495359976063
34,30371.669839,30371.678172,30371.683172,2.212558566248917,20.08199371384239,211.75414820887073
35,30372.621512,30372.629845,30372.641512,2.6922005765046837,173.1964543797984,226.08872349091473
36,30372.974846,30372.983179,30372.99818,3.543069048020758,10.39526552066752,268.82327572697534
37,30373.833182,30373.839849,30373.844849,0.9988342194991546,32.19494232103781,107.85009001729847
38,30374.188184,30374.194851,30374.199851,1.3930727515749297,174.38713158562004,137.86742697145368
39,30374.45152,30374.45652,30374.463186,0.7768783995630318,7.920704523576866,85.86165068866276
40,30374.693187,30374.701521,30374.708187,1.9450700189443393,178.9177331295743,177.14069896780433
41,30374.921522,30374.928188,30374.933188,1.3173650726374742,12.642049357733875,137.1900787606432
0,30498.303829,30498.310496,30498.315496,1.192728023747421,-131.57735542459514,122.633663566805
1,30519.293917,30519.300584,30519.307251,2.0413042315669667,42.55376641796514,202.33806314186353
2,30526.685627,30526.692294,30526.707294,3.5439340097238414,89.60570232924215,250.961837913411
3,30527.188962,30527.195629,30527.21063,2.5961623133612792,-88.04683932505196,164.9124504442093
4,30529.09564,30529.102307,30529.117307,3.4788714467732342,29.45353584845363,218.64561962760183
5,30530.575645,30530.583978,30530.587312,1.1580486469588065,153.55139566561218,134.21172186316446
6,30530.593978,30530.600645,30530.603978,0.5105445551105909,5.952814790140466,58.1351891218595
7,30530.86898,30530.875647,30530.880647,0.7756493724971154,8.33750868475387,83.62968121043762
8,30532.347322,30532.352322,30532.358988,1.1214981156256325,-124.60891717993317,122.10737974196222
9,30547.504068,30547.509068,30547.515735,1.0178548009079948,24.280749346536947,105.83140770635835
10,30559.809132,30559.814132,30559.820799,1.1433275363322046,84.40545962227918,123.82455738738759
11,30562.515814,30562.522481,30562.527481,1.3602829330453365,6.117185874256728,145.11890829879206
12,30564.110823,30564.119156,30564.130823,2.73874711041079,6.926002011555333,214.29426730134523
13,30564.902492,30564.909158,30564.912492,0.7614560149548423,72.95568864240458,124.24088945420819
14,30565.449161,30565.457495,30565.462495,1.5244024402587106,-179.4862817524343,149.14971062998484
15,30565.762497,30565.769163,30565.77583,1.2821094485248967,10.422508590499149,122.05076678939301
16,30566.094165,30566.102499,30566.107499,1.5952898488228915,178.59935300554588,145.88874569127415
17,30566.305833,30566.3125,30566.315833,0.901718836355029,-8.962941362647351,98.44906177471037
18,30567.025837,30567.032504,30567.037504,1.4990981515419732,-8.903426130579774,152.54401311307112
