,startTime,peakVelocityTime,stopTime,amplitude,angle,peakVelocity
0,9370.341466,9370.353133,9370.3598,3.036421071535623,176.47970294702563,212.45360548503658
1,9384.951519,9384.961519,9384.979853,3.1420250561776415,-174.44377389446555,168.02953392612724
2,9385.329878,9385.346544,9385.356544,5.849833166971862,0.377467139017483,524.9819676479484
3,9385.554878,9385.561544,9385.566544,1.0632004888780968,-161.112021630226,109.89509717498464
4,9404.423278,9404.428278,9404.434945,0.9633363356295654,-139.90686735173304,89.84972838885935
5,9405.341634,9405.353301,9405.366634,3.794691327870818,-179.9002263454819,236.51860129679875
6,9405.9333,9405.9383,9405.9633,3.45620538588322,72.21236325450414,164.3307277454211
7,9406.358299,9406.366632,9406.394966,4.621756640748234,-102.92128785534857,182.93886627198947
8,9419.693344,9419.695011,9419.703344,0.7612085129921233,-92.34395789033216,91.68412645880667
9,9430.743411,9430.750078,9430.760078,1.8775689862996843,168.50574653822818,138.42702692567968
10,9431.041744,9431.050078,9431.058411,1.819859263778811,-7.27255787549753,148.99767679337884
11,9441.406781,9441.413448,9441.416781,1.2210080403010175,-61.57991664444797,141.99368595168946
12,9441.770115,9441.773448,9441.783448,1.1397550874635436,110.64437670702507,106.48871909121408
13,9460.218531,9460.226864,9460.231864,1.413839028388475,61.32720064450002,131.16119278913612
14,9460.641863,9460.646863,9460.666863,2.2097150208880287,-122.14268187864279,139.54668610015273
15,9472.616905,9472.626905,9472.636905,3.07715576626302,-4.141322571461623,226.41131243531976
16,9472.835239,9472.846905,9472.858572,3.8193281351622854,178.4658559364581,242.09556469987803
0,9683.516238,9683.522904,9683.526238,0.7683119395450314,29.972707263317712,80.82487385214829
1,9684.567901,9684.577901,9684.596235,3.781110448659301,-80.3618882610251,168.77158372621588
2,9684.737902,9684.742905,9684.747908,1.065988373904708,57.70605283922792,125.69683831402078
3,9692.571276,9692.577942,9692.582942,0.8945454408586696,14.553791952709117,86.78928108991417
4,9702.276328,9702.284661,9702.289661,1.3236489829077227,-51.81046953253123,122.83049832330994
5,9709.963047,9709.969714,9709.976381,1.002894022029749,-9.605377408319093,93.53580964758257
