system_time_stamp	left_gaze_point_on_display_area_x	left_gaze_point_on_display_area_y	right_gaze_point_on_display_area_x	right_gaze_point_on_display_area_y
21470037607	0.47466209530830383	0.49553555250167847	0.42414069175720215	0.4935719966888428
21470039273	0.47555628418922424	0.4961971044540405	0.42399701476097107	0.4947776198387146
21470040940	0.47515180706977844	0.49176833033561707	0.42449432611465454	0.4971057176589966
21470042607	0.47283828258514404	0.4924130439758301	0.42523789405822754	0.4941938519477844
21470044273	0.47411060333251953	0.4963589608669281	0.4230075478553772	0.49457037448883057
21470045940	0.47402817010879517	0.49601495265960693	0.4249202609062195	0.49297332763671875
21470047607	0.47546184062957764	0.49615538120269775	0.42306578159332275	0.49593043327331543
21470049273	0.4723472595214844	0.4941723942756653	0.4238840341567993	0.49129706621170044
21470050940	0.4743562340736389	0.4958922863006592	0.4238723814487457	0.49416500329971313
21470052607	0.47215521335601807	0.4978184103965759	0.42414796352386475	0.49102509021759033
21470054273	0.4731191396713257	0.49330422282218933	0.42548930644989014	0.49268263578414917
21470055940	0.4726009666919708	0.49509474635124207	0.42382970452308655	0.4958380162715912
21470057607	0.47274357080459595	0.4984004497528076	0.42277422547340393	0.4953652322292328
21470059273	0.4725250005722046	0.49631160497665405	0.42453402280807495	0.4944354295730591
21470060940	0.4726201295852661	0.49528929591178894	0.4277862310409546	0.48582640290260315
21470062607	0.47166556119918823	0.5010160207748413	0.42594626545906067	0.48857244849205017
21470064273	0.473336398601532	0.496189683675766	0.42517584562301636	0.4847717583179474
21470065940	0.47390949726104736	0.49363917112350464	0.4253537654876709	0.4914318323135376
21470067607	0.4746558964252472	0.4975321292877197	0.4227706789970398	0.4957890510559082
21470069273	0.4777441620826721	0.49707549810409546	0.42266637086868286	0.4963744878768921
21470070940	0.4767645597457886	0.49223941564559937	0.423537015914917	0.4954194724559784
21470072607	0.47772490978240967	0.4867189824581146	0.4207419157028198	0.4919237494468689
21470074273	0.47758781909942627	0.49047282338142395	0.4238555133342743	0.4955143332481384
21470075940	0.4770745038986206	0.49257591366767883	0.42269888520240784	0.4976831078529358
21470077607	0.47733911871910095	0.5099453926086426	0.4255881905555725	0.504836916923523
21470079273	0.47469329833984375	0.5329265594482422	0.4240919053554535	0.5275420546531677
21470080940	0.47581401467323303	0.5581896305084229	0.42596328258514404	0.5501583218574524
21470082607	0.4696621298789978	0.6056393384933472	0.4269198179244995	0.5864083170890808
21470084273	0.4691982567310333	0.6544185876846313	0.43983787298202515	0.6151493787765503
21470085940	0.4278968572616577	0.7111817598342896	0.4482046067714691	0.648493766784668
21470087607	0.4254434406757355	0.7667477130889893	0.4462248682975769	0.6273733377456665
21470089273	NaN	NaN	0.5698338150978088	0.6259639859199524
21470090940	NaN	NaN	NaN	NaN
21470092607	NaN	NaN	0.4296994209289551	0.8740690350532532
21470094273	NaN	NaN	0.5167450904846191	0.7549363374710083
21470095940	NaN	NaN	0.5724195241928101	0.6344209313392639
21470097607	NaN	NaN	NaN	NaN
21470099273	NaN	NaN	NaN	NaN
21470100940	NaN	NaN	NaN	NaN
21470102607	NaN	NaN	NaN	NaN
21470104273	NaN	NaN	NaN	NaN
21470105940	NaN	NaN	NaN	NaN
21470107607	NaN	NaN	NaN	NaN
21470109273	NaN	NaN	NaN	NaN
21470110940	NaN	NaN	NaN	NaN
21470112607	NaN	NaN	NaN	NaN
21470114273	NaN	NaN	NaN	NaN
21470115940	NaN	NaN	NaN	NaN
21470117607	NaN	NaN	NaN	NaN
21470119273	NaN	NaN	NaN	NaN
21470120940	NaN	NaN	NaN	NaN
21470122607	NaN	NaN	NaN	NaN
21470124273	NaN	NaN	NaN	NaN
21470125941	NaN	NaN	NaN	NaN
21470127608	NaN	NaN	NaN	NaN
21470129274	NaN	NaN	NaN	NaN
21470130941	NaN	NaN	NaN	NaN
21470132608	NaN	NaN	NaN	NaN
21470134274	NaN	NaN	NaN	NaN
21470135941	NaN	NaN	NaN	NaN
21470137608	NaN	NaN	NaN	NaN
21470139274	NaN	NaN	NaN	NaN
21470140941	NaN	NaN	NaN	NaN
21470142608	NaN	NaN	NaN	NaN
21470144274	NaN	NaN	NaN	NaN
21470145941	NaN	NaN	NaN	NaN
21470147608	NaN	NaN	NaN	NaN
21470149274	NaN	NaN	NaN	NaN
21470150941	NaN	NaN	NaN	NaN
21470152608	NaN	NaN	NaN	NaN
21470154274	NaN	NaN	NaN	NaN
21470155941	NaN	NaN	NaN	NaN
21470157608	NaN	NaN	NaN	NaN
21470159274	NaN	NaN	NaN	NaN
21470160941	NaN	NaN	NaN	NaN
21470162608	NaN	NaN	NaN	NaN
21470164274	NaN	NaN	NaN	NaN
21470165941	NaN	NaN	NaN	NaN
21470167608	NaN	NaN	NaN	NaN
21470169274	NaN	NaN	NaN	NaN
21470170941	NaN	NaN	NaN	NaN
21470172608	NaN	NaN	NaN	NaN
21470174274	NaN	NaN	NaN	NaN
21470175941	NaN	NaN	NaN	NaN
21470177608	NaN	NaN	NaN	NaN
21470179274	NaN	NaN	NaN	NaN
21470180941	NaN	NaN	NaN	NaN
21470182608	NaN	NaN	NaN	NaN
21470184274	NaN	NaN	NaN	NaN
21470185941	NaN	NaN	NaN	NaN
21470187608	NaN	NaN	NaN	NaN
21470189274	NaN	NaN	NaN	NaN
21470190941	NaN	NaN	NaN	NaN
21470192608	NaN	NaN	NaN	NaN
21470194274	NaN	NaN	NaN	NaN
21470195941	NaN	NaN	NaN	NaN
21470197608	NaN	NaN	NaN	NaN
21470199274	NaN	NaN	NaN	NaN
21470200941	NaN	NaN	NaN	NaN
21470202608	NaN	NaN	NaN	NaN
21470204274	NaN	NaN	NaN	NaN
21470205941	NaN	NaN	NaN	NaN
21470207608	NaN	NaN	NaN	NaN
21470209274	NaN	NaN	NaN	NaN
21470210941	NaN	NaN	NaN	NaN
21470212608	NaN	NaN	NaN	NaN
21470214274	NaN	NaN	NaN	NaN
21470215941	NaN	NaN	NaN	NaN
21470217608	NaN	NaN	NaN	NaN
21470219274	NaN	NaN	NaN	NaN
21470220941	NaN	NaN	NaN	NaN
21470222608	NaN	NaN	NaN	NaN
21470224274	NaN	NaN	NaN	NaN
21470225941	NaN	NaN	NaN	NaN
21470227608	NaN	NaN	NaN	NaN
21470229274	NaN	NaN	NaN	NaN
21470230941	NaN	NaN	NaN	NaN
21470232608	NaN	NaN	NaN	NaN
21470234274	NaN	NaN	NaN	NaN
21470235941	NaN	NaN	NaN	NaN
21470237608	NaN	NaN	NaN	NaN
21470239274	NaN	NaN	NaN	NaN
21470240941	NaN	NaN	NaN	NaN
21470242608	NaN	NaN	NaN	NaN
21470244274	NaN	NaN	NaN	NaN
21470245941	NaN	NaN	NaN	NaN
21470247608	NaN	NaN	NaN	NaN
21470249274	NaN	NaN	NaN	NaN
21470250941	NaN	NaN	NaN	NaN
21470252608	NaN	NaN	NaN	NaN
21470254274	NaN	NaN	NaN	NaN
21470255941	NaN	NaN	NaN	NaN
21470257608	NaN	NaN	NaN	NaN
21470259274	NaN	NaN	NaN	NaN
21470260941	NaN	NaN	NaN	NaN
21470262608	NaN	NaN	NaN	NaN
21470264274	NaN	NaN	NaN	NaN
21470265941	NaN	NaN	NaN	NaN
21470267608	NaN	NaN	NaN	NaN
21470269274	NaN	NaN	NaN	NaN
21470270941	NaN	NaN	NaN	NaN
21470272608	NaN	NaN	NaN	NaN
21470274274	NaN	NaN	NaN	NaN
21470275941	NaN	NaN	NaN	NaN
21470277608	NaN	NaN	NaN	NaN
21470279274	NaN	NaN	NaN	NaN
21470280941	NaN	NaN	NaN	NaN
21470282608	NaN	NaN	NaN	NaN
21470284274	NaN	NaN	NaN	NaN
21470285941	NaN	NaN	NaN	NaN
21470287608	NaN	NaN	NaN	NaN
21470289274	NaN	NaN	NaN	NaN
21470290941	NaN	NaN	NaN	NaN
21470292608	NaN	NaN	NaN	NaN
21470294274	NaN	NaN	NaN	NaN
21470295942	NaN	NaN	NaN	NaN
21470297609	NaN	NaN	NaN	NaN
21470299275	NaN	NaN	NaN	NaN
21470300942	NaN	NaN	NaN	NaN
21470302609	NaN	NaN	NaN	NaN
21470304275	NaN	NaN	NaN	NaN
21470305942	NaN	NaN	NaN	NaN
21470307609	NaN	NaN	NaN	NaN
21470309275	NaN	NaN	NaN	NaN
21470310942	NaN	NaN	NaN	NaN
21470312609	NaN	NaN	NaN	NaN
21470314275	NaN	NaN	NaN	NaN
21470315942	NaN	NaN	NaN	NaN
21470317609	NaN	NaN	NaN	NaN
21470319275	NaN	NaN	NaN	NaN
21470320942	NaN	NaN	NaN	NaN
21470322609	NaN	NaN	NaN	NaN
21470324275	NaN	NaN	NaN	NaN
21470325942	NaN	NaN	NaN	NaN
21470327609	NaN	NaN	NaN	NaN
21470329275	NaN	NaN	NaN	NaN
21470330942	NaN	NaN	NaN	NaN
21470332609	NaN	NaN	NaN	NaN
21470334275	NaN	NaN	NaN	NaN
21470335942	NaN	NaN	NaN	NaN
21470337609	NaN	NaN	NaN	NaN
21470339275	NaN	NaN	NaN	NaN
21470340942	NaN	NaN	NaN	NaN
21470342609	NaN	NaN	NaN	NaN
21470344275	NaN	NaN	NaN	NaN
21470345942	NaN	NaN	NaN	NaN
21470347609	NaN	NaN	NaN	NaN
21470349275	NaN	NaN	NaN	NaN
21470350942	NaN	NaN	NaN	NaN
21470352609	NaN	NaN	NaN	NaN
21470354275	NaN	NaN	NaN	NaN
21470355942	NaN	NaN	NaN	NaN
21470357609	NaN	NaN	NaN	NaN
21470359275	NaN	NaN	NaN	NaN
21470360942	NaN	NaN	NaN	NaN
21470362609	NaN	NaN	NaN	NaN
21470364275	NaN	NaN	NaN	NaN
21470365942	NaN	NaN	NaN	NaN
21470367609	NaN	NaN	0.49124330282211304	1.1266731023788452
21470369275	0.5416032671928406	0.5875040292739868	NaN	NaN
21470370942	NaN	NaN	NaN	NaN
21470372609	0.49001869559288025	0.5743741393089294	0.4946841895580292	0.63373863697052
21470374275	0.5436646938323975	0.6089776754379272	0.5158538818359375	0.6185705661773682
21470375942	0.5466045141220093	0.5741122961044312	0.5055164098739624	0.5913305282592773
21470377609	0.5418823957443237	0.553305447101593	0.5040639638900757	0.5749493837356567
21470379275	0.5358608961105347	0.5304673910140991	0.5032079219818115	0.5401023030281067
21470380942	0.5381726622581482	0.508129358291626	0.5064480900764465	0.5215575098991394
21470382609	0.5323753952980042	0.49154984951019287	0.5062114596366882	0.5188256502151489
21470384275	0.5329580307006836	0.49188634753227234	0.5055891275405884	0.49872130155563354
21470385942	0.5307563543319702	0.47827833890914917	0.5049448609352112	0.4889523983001709
21470387609	0.5296058058738708	0.4787023365497589	0.5019623041152954	0.47818607091903687
21470389275	0.5289074182510376	0.4747931957244873	0.49990761280059814	0.45994824171066284
21470390942	0.5271230936050415	0.48013558983802795	0.49917030334472656	0.46274369955062866
21470392609	0.5271368026733398	0.4724261462688446	0.4985644221305847	0.4603731036186218
21470394275	0.529653787612915	0.48040759563446045	0.49980270862579346	0.4479767084121704
21470395942	0.5348975658416748	0.49001073837280273	0.4981310963630676	0.4481974244117737
21470397609	0.5318155288696289	0.4857078790664673	0.49943870306015015	0.44168609380722046
21470399275	0.5340383052825928	0.4948529601097107	0.49890363216400146	0.4400510787963867
21470400942	0.5323525071144104	0.49504730105400085	0.49898526072502136	0.4503105580806732
21470402609	0.5299276113510132	0.4964867830276489	0.4974484145641327	0.4429870843887329
21470404275	0.5283434391021729	0.48919105529785156	0.496146023273468	0.45086991786956787
21470405942	0.526390552520752	0.5015602111816406	0.4932560324668884	0.44516217708587646
21470407609	0.528944194316864	0.4991244971752167	0.4927856922149658	0.4428158402442932
21470409275	0.5300652980804443	0.5008333921432495	0.4924185872077942	0.43961915373802185
21470410942	0.5290284156799316	0.5045325756072998	0.4922977387905121	0.44812464714050293
21470412609	0.5286210179328918	0.5023260116577148	0.49115192890167236	0.4375165104866028
21470414275	0.528464674949646	0.4969352185726166	0.4930782914161682	0.4418429732322693
21470415942	0.5309008955955505	0.49934324622154236	0.4930029511451721	0.43864813446998596
21470417609	0.5286453366279602	0.4994205832481384	0.4919356107711792	0.4442310929298401
21470419275	0.5308027863502502	0.5011391639709473	0.49213647842407227	0.4343126714229584
21470420942	0.5301612615585327	0.5009056925773621	0.49085813760757446	0.43322527408599854
21470422609	0.5307993292808533	0.4922507107257843	0.4924907982349396	0.43067964911460876
21470424275	0.5306496620178223	0.49630212783813477	0.4907214641571045	0.4406167268753052
21470425942	0.5278159379959106	0.5003588199615479	0.49312537908554077	0.43332457542419434
21470427609	0.5342974662780762	0.49387747049331665	0.4900081753730774	0.4389950633049011
21470429275	0.5307952165603638	0.500228762626648	0.490269273519516	0.4389897286891937
21470430942	0.5286580324172974	0.49566131830215454	0.48923200368881226	0.4343873858451843
21470432609	0.5280648469924927	0.5001608729362488	0.4888455271720886	0.4292513132095337
21470434275	0.5315515995025635	0.499580055475235	0.48838913440704346	0.4385765790939331
21470435942	0.5292998552322388	0.49998530745506287	0.4887452721595764	0.44042110443115234
21470437609	0.5282882452011108	0.4992966055870056	0.4871215224266052	0.43795472383499146
21470439275	0.5282273292541504	0.4995526075363159	0.489420622587204	0.4383547008037567
21470440942	0.5303590893745422	0.49479132890701294	0.492594450712204	0.4394407868385315
21470442609	0.5288324952125549	0.4969710409641266	0.4883040189743042	0.44110459089279175
21470444275	0.5281474590301514	0.4993113577365875	0.4893403649330139	0.4495044946670532
21470445942	0.5302504301071167	0.5006359815597534	0.4904747009277344	0.4528312385082245
21470447609	0.5304180383682251	0.5018346309661865	0.488872766494751	0.44064366817474365
21470449275	0.526362419128418	0.4922674298286438	0.4883762001991272	0.4419686198234558
21470450942	0.5301862955093384	0.4988890290260315	0.4892119765281677	0.44511839747428894
21470452609	0.5291687250137329	0.5016428232192993	0.48973768949508667	0.44541135430336
21470454275	0.5299080014228821	0.49560585618019104	0.4910705089569092	0.446963906288147
21470455942	0.5297627449035645	0.504101574420929	0.48711538314819336	0.44383180141448975
21470457609	0.5304192304611206	0.49535679817199707	0.49186432361602783	0.4472348392009735
21470459275	0.5314030051231384	0.5046465992927551	0.48774009943008423	0.4494858384132385
21470460942	0.5306023955345154	0.4965486526489258	0.4892423748970032	0.4537315368652344
21470462609	0.530405580997467	0.5019233822822571	0.48981013894081116	0.44970983266830444
21470464275	0.5306925773620605	0.4992067217826843	0.48740875720977783	0.4529077410697937
21470465943	0.5299832820892334	0.5004666447639465	0.4909958243370056	0.4491730332374573
21470467610	0.5327430963516235	0.5002305507659912	0.48918187618255615	0.4467892646789551
21470469276	0.5305836796760559	0.4997190237045288	0.48875802755355835	0.4510191082954407
21470470943	0.5292707681655884	0.4980182945728302	0.4884200692176819	0.44762736558914185
21470472610	0.5291494727134705	0.501430094242096	0.4885200262069702	0.44512438774108887
21470474276	0.5286089777946472	0.5013656616210938	0.48883700370788574	0.449181467294693
21470475943	0.5303705334663391	0.5038556456565857	0.4888043701648712	0.4533304274082184
21470477610	0.5315804481506348	0.5058697462081909	0.4919149875640869	0.44883131980895996
21470479276	0.5303523540496826	0.49726951122283936	0.490082323551178	0.43944019079208374
21470480943	0.5281369686126709	0.5036231279373169	0.48877018690109253	0.4439849853515625
21470482610	0.5277520418167114	0.49947309494018555	0.4897381663322449	0.4519236087799072
21470484276	0.5309808254241943	0.5004742741584778	0.48912864923477173	0.45221978425979614
21470485943	0.5292252898216248	0.4964541792869568	0.48776739835739136	0.4448222517967224
21470487610	0.5305706858634949	0.49611568450927734	0.4902096092700958	0.4520721435546875
21470489276	0.5315686464309692	0.5101756453514099	0.4899269938468933	0.45249277353286743
21470490943	0.5289754271507263	0.5021278262138367	0.49094322323799133	0.45115190744400024
21470492610	0.5295596122741699	0.4968649446964264	0.48876017332077026	0.4461718201637268
21470494276	0.530455470085144	0.5007951259613037	0.4896010458469391	0.451874315738678
21470495943	0.5289825797080994	0.5021528005599976	0.4912666082382202	0.4469173550605774
21470497610	0.5288815498352051	0.5022954344749451	0.4905077815055847	0.4484071731567383
21470499276	0.5291401147842407	0.49951469898223877	0.49201157689094543	0.44854384660720825
21470500943	0.5278913378715515	0.4990374445915222	0.49217337369918823	0.4386969208717346
21470502610	0.5295686721801758	0.5016401410102844	0.4917752742767334	0.4504355192184448
21470504276	0.5321428775787354	0.5019391775131226	0.49210143089294434	0.45405298471450806
21470505943	0.5280827283859253	0.5033814311027527	0.4909277558326721	0.45867919921875
21470507610	0.5329238772392273	0.5102673172950745	0.49018776416778564	0.4461137652397156
21470509276	0.5307935476303101	0.5062854290008545	0.49120450019836426	0.4454875588417053
21470510943	0.5269027352333069	0.5067022442817688	0.49008408188819885	0.45722824335098267
21470512610	0.528536856174469	0.5031817555427551	0.4900699257850647	0.45261937379837036
21470514276	0.528822124004364	0.5058186054229736	0.4908450245857239	0.4533744752407074
21470515943	0.5276522636413574	0.5012274980545044	0.4881909489631653	0.45220598578453064
21470517610	0.5296666026115417	0.49975335597991943	0.49029695987701416	0.4534745216369629
21470519276	0.5271088480949402	0.49941572546958923	0.49119600653648376	0.4507823586463928
21470520943	0.5292648077011108	0.49958574771881104	0.49013298749923706	0.4469885230064392
21470522610	0.5283950567245483	0.5045086145401001	0.49107345938682556	0.4453743100166321
21470524276	0.5302321910858154	0.5061869025230408	0.4918983578681946	0.4536314010620117
21470525943	0.5277592539787292	0.5006586909294128	0.4913976192474365	0.45025914907455444
21470527610	0.5271305441856384	0.503801703453064	0.4913739562034607	0.4474126696586609
21470529276	0.5270487070083618	0.5063875317573547	0.4888574481010437	0.45296210050582886
21470530943	0.5287082195281982	0.5052149295806885	0.488834410905838	0.45167630910873413
21470532610	0.5272699594497681	0.5002180933952332	0.49262550473213196	0.45163601636886597
21470534276	0.5272831320762634	0.5055334568023682	0.49247753620147705	0.44846057891845703
21470535943	0.5269665718078613	0.5019384622573853	0.49176424741744995	0.4543483257293701
21470537610	0.5301839113235474	0.5071843862533569	0.491110235452652	0.44895732402801514
21470539276	0.5283384919166565	0.5000155568122864	0.4902551770210266	0.45543938875198364
21470540943	0.5272956490516663	0.5076838731765747	0.4906197786331177	0.4600048363208771
21470542610	0.528290867805481	0.5107420682907104	0.4900348484516144	0.45367684960365295
21470544276	0.5272197723388672	0.5062503814697266	0.4922598600387573	0.4519551396369934
21470545943	0.5251361131668091	0.5011401772499084	0.49034228920936584	0.4561591148376465
21470547610	0.5290215015411377	0.49895697832107544	0.49060529470443726	0.45437294244766235
21470549276	0.5276401042938232	0.5071585178375244	0.49265652894973755	0.4566041827201843
21470550943	0.5272904634475708	0.500399112701416	0.4921281933784485	0.45611727237701416
21470552610	0.5268887281417847	0.5018910765647888	0.49142369627952576	0.45002755522727966
21470554276	0.529220461845398	0.5014984607696533	0.4911860227584839	0.4523964524269104
21470555943	0.5293059945106506	0.5046095848083496	0.4915287494659424	0.4582619071006775
21470557610	0.5274672508239746	0.4998524785041809	0.4916662573814392	0.4547831416130066
21470559276	0.5267032980918884	0.5005196332931519	0.4930170178413391	0.4593229293823242
21470560943	0.5264047384262085	0.5002224445343018	0.4926174283027649	0.45930182933807373
21470562610	0.5286986231803894	0.5094267725944519	0.4948617219924927	0.4606330990791321
21470564276	0.5281986594200134	0.5029004812240601	0.49404555559158325	0.4562132656574249
21470565943	0.5288835763931274	0.5062011480331421	0.4898109436035156	0.4558178186416626
21470567610	0.5264285206794739	0.5095341205596924	0.4925779104232788	0.4579934775829315
21470569276	0.5290368795394897	0.5057168006896973	0.49279090762138367	0.4616379737854004
21470570943	0.5293295383453369	0.5048164129257202	0.4920102059841156	0.4516693651676178
21470572610	0.5273612141609192	0.5054638385772705	0.4923640489578247	0.4542187452316284
21470574276	0.5278664231300354	0.510021448135376	0.4919113516807556	0.4611814022064209
21470575943	0.5241726040840149	0.49895161390304565	0.49288469552993774	0.46317631006240845
21470577610	0.5295868515968323	0.507612407207489	0.49578171968460083	0.46037280559539795
21470579276	0.5313541889190674	0.4952300786972046	0.49723124504089355	0.4543266296386719
21470580943	0.5365992188453674	0.5042880773544312	0.4997464418411255	0.4524397552013397
21470582610	0.5411558151245117	0.4974805414676666	0.506089448928833	0.4438779950141907
21470584276	0.5453976988792419	0.49618884921073914	0.5132815837860107	0.45141276717185974
21470585943	0.547918438911438	0.48716485500335693	0.5126991271972656	0.443162202835083
21470587610	0.551115095615387	0.4905277490615845	0.5190666317939758	0.44392818212509155
21470589276	0.5506079196929932	0.484829306602478	0.5199459791183472	0.4411613345146179
21470590943	0.5494803786277771	0.47441864013671875	0.5182743668556213	0.4407554268836975
21470592610	0.5458794236183167	0.4839428663253784	0.514555037021637	0.4327884316444397
21470594276	0.5458716750144958	0.47534388303756714	0.5101273655891418	0.42962244153022766
21470595943	0.5401444435119629	0.47776657342910767	0.5097247362136841	0.44008129835128784
21470597610	0.5436729192733765	0.48133915662765503	0.5073252320289612	0.4305163621902466
21470599276	0.5402789115905762	0.4781357944011688	0.508578896522522	0.438368022441864
21470600943	0.5405454635620117	0.4858293831348419	0.5074257254600525	0.43612775206565857
21470602610	0.5423116683959961	0.4832038879394531	0.5073336958885193	0.43432125449180603
21470604276	0.542586624622345	0.4916298985481262	0.5070757269859314	0.4313066005706787
21470605943	0.5433299541473389	0.48780184984207153	0.5072641372680664	0.43987399339675903
21470607610	0.5402950644493103	0.4901193380355835	0.5066123008728027	0.43798190355300903
21470609276	0.5403108596801758	0.4902595281600952	0.5076198577880859	0.4384375214576721
21470610943	0.5381879210472107	0.4854031205177307	0.5065041184425354	0.4372079372406006
21470612610	0.5389460325241089	0.48961713910102844	0.5067098140716553	0.4355800747871399
21470614276	0.5413868427276611	0.48888957500457764	0.5042188167572021	0.4307151436805725
21470615943	0.541260302066803	0.4903407692909241	0.5061449408531189	0.43928131461143494
21470617610	0.5413092374801636	0.48381108045578003	0.5073037147521973	0.43221285939216614
21470619276	0.5399988293647766	0.49322986602783203	0.506784200668335	0.4292922019958496
21470620943	0.5390720963478088	0.4853362441062927	0.5059378147125244	0.4296165108680725
21470622610	0.5392382144927979	0.49542003870010376	0.5081617832183838	0.43239036202430725
21470624276	0.537369430065155	0.4825993478298187	0.5072311758995056	0.42827510833740234
21470625943	0.5378280282020569	0.4890170693397522	0.5082480907440186	0.43206965923309326
21470627610	0.5367718935012817	0.4888986349105835	0.5095112919807434	0.43340253829956055
21470629276	0.5382229089736938	0.4820428490638733	0.507014274597168	0.4291885495185852
21470630943	0.5401091575622559	0.4867950677871704	0.5093392133712769	0.43123936653137207
21470632610	0.5380483865737915	0.4803261458873749	0.5094544887542725	0.4303045868873596
21470634276	0.5382968187332153	0.4855893552303314	0.5116760730743408	0.42775672674179077
21470635943	0.5385249257087708	0.49114733934402466	0.51165771484375	0.4282792806625366
21470637611	0.5406537652015686	0.48585498332977295	0.5120090246200562	0.43612101674079895
21470639277	0.5373289585113525	0.4783145785331726	0.5090168118476868	0.4337252378463745
21470640944	0.5406501889228821	0.48694634437561035	0.508492648601532	0.433910071849823
21470642611	0.5394464731216431	0.4799612760543823	0.5106952786445618	0.43553972244262695
21470644277	0.5393964052200317	0.49137869477272034	0.511547327041626	0.4347074031829834
21470645944	0.5390024781227112	0.4907967746257782	0.5091635584831238	0.43430787324905396
21470647611	0.5394004583358765	0.4853156507015228	0.5117813348770142	0.4317300319671631
21470649277	0.5401624441146851	0.4859555959701538	0.5127456784248352	0.43301376700401306
21470650944	0.5420480966567993	0.4835636019706726	0.5108829736709595	0.4261651933193207
21470652611	0.5429024696350098	0.4890379011631012	0.5111837387084961	0.4299312233924866
21470654277	0.5408942699432373	0.48263293504714966	0.5088428854942322	0.4266894459724426
21470655944	0.5419946312904358	0.4854300916194916	0.5090956091880798	0.4307926893234253
21470657611	0.5435289144515991	0.48569488525390625	0.5095152258872986	0.4319021999835968
21470659277	0.5412479043006897	0.48971277475357056	0.50968337059021	0.4228842258453369
21470660944	0.5438162088394165	0.48258522152900696	0.5104366540908813	0.4255683422088623
21470662611	0.5428345203399658	0.4871719479560852	0.5099611282348633	0.4258890748023987
21470664277	0.5415082573890686	0.48014551401138306	0.5107327699661255	0.4263036251068115
21470665944	0.5398164987564087	0.485340416431427	0.5087786316871643	0.42439544200897217
21470667611	0.5425204038619995	0.4827924966812134	0.5103740096092224	0.4302275776863098
21470669277	0.5427443981170654	0.4873355031013489	0.5098128914833069	0.4286476671695709
21470670944	0.5400336384773254	0.48404788970947266	0.5068168640136719	0.43192434310913086
21470672611	0.5409587025642395	0.48757731914520264	0.5095660090446472	0.43147632479667664
21470674277	0.5405422449111938	0.4861956834793091	0.5095599293708801	0.42555898427963257
21470675944	0.543497622013092	0.4950089454650879	0.5076183080673218	0.424566388130188
21470677611	0.5414503812789917	0.48838141560554504	0.5109845399856567	0.4272686839103699
21470679277	0.5409156084060669	0.48570147156715393	0.5096092224121094	0.42663025856018066
21470680944	0.5397213697433472	0.49072158336639404	0.5085805654525757	0.42819899320602417
21470682611	0.541016697883606	0.48945170640945435	0.5095028877258301	0.43279746174812317
21470684277	0.5390282869338989	0.4891677498817444	0.5065490007400513	0.4336931109428406
21470685944	0.540474534034729	0.49025630950927734	0.5089451670646667	0.42961305379867554
21470687611	0.5398509502410889	0.4860855042934418	0.5083242654800415	0.4297099709510803
