,blockID,trialNumber,triggerName,timestamp_sys,timestamp_psyc,timestamp_tobii
0,pract,0,stimulusDisplayStart,1749222104.7990198,45.11006989999805,29866409271
1,pract,0,stimulusDisplayEnd,1749222134.8024738,75.11284259999957,29896412047
2,pract,1,stimulusDisplayStart,1749222138.8188336,79.12968919999912,29900428888
3,pract,1,keyPress_Left,1749222145.861886,86.17199759999858,29907471189
4,pract,1,keyPress_Left,1749222147.0023005,87.31336100000044,29908612551
5,pract,1,keyPress_Right,1749222148.8866558,89.19730269999854,29910496492
6,pract,1,keyPress_Left,1749222150.6371202,90.94805939999787,29912247251
7,pract,1,keyPress_Right,1749222152.6291072,92.94002339999861,29914239217
8,pract,1,keyPress_Left,1749222154.4454606,94.75618720000057,29916055380
9,pract,1,keyPress_Right,1749222156.3693244,96.68035379999856,29917979562
10,pract,1,keyPress_Left,1749222158.478053,98.78906930000085,29920088262
11,pract,1,keyPress_Left,1749222159.9120204,100.22304679999797,29921522261
12,pract,1,keyPress_Right,1749222160.220939,100.531354499999,29921830549
13,pract,1,keyPress_Left,1749222162.971133,103.2818989999978,29924581089
14,pract,1,keyPress_Left,1749222163.8786397,104.18965759999992,29925488857
15,pract,1,keyPress_Right,1749222164.254752,104.5651598000004,29925864356
16,pract,1,stimulusDisplayEnd,1749222168.837017,109.14798139999766,29930447210
17,0,0,stimulusDisplayStart,1749222477.528348,417.83866950000083,30239137859
18,0,0,keyPress_Right,1749222479.3536842,419.66416949999984,30240963395
19,0,0,keyPress_Left,1749222505.9882042,446.2984546000007,30267597642
20,0,0,stimulusDisplayEnd,1749222507.5387206,447.84883889999765,30269148029
21,0,1,stimulusDisplayStart,1749222511.5556192,451.8657581000007,30273164952
22,0,1,keyPress_Right,1749222514.2719913,454.58219570000074,30275881386
23,0,1,keyPress_Left,1749222530.255477,470.56639169999835,30291865583
24,0,1,keyPress_Right,1749222538.515732,478.8258468999993,30300125036
25,0,1,stimulusDisplayEnd,1749222541.5571156,481.8673591000006,30303166547
26,0,2,stimulusDisplayStart,1749222545.573874,485.88480069999787,30307184030
27,0,2,keyPress_Right,1749222547.099424,487.4100226999981,30308709213
28,0,2,keyPress_Left,1749222554.766974,495.07741899999746,30316376608
29,0,2,keyPress_Right,1749222561.9672623,502.2774131999977,30323576606
30,0,2,keyPress_Left,1749222565.259193,505.57008249999853,30326869274
31,0,2,keyPress_Right,1749222568.0931172,508.4039081999981,30329703099
32,0,2,keyPress_Left,1749222571.0425792,511.3529546999998,30332652145
33,0,2,stimulusDisplayEnd,1749222575.5761309,515.8870547000006,30337186247
34,0,3,stimulusDisplayStart,1749222579.5838606,519.8945330999995,30341193731
35,0,3,keyPress_Right,1749222583.094202,523.4043229999988,30344703514
36,0,3,keyPress_Left,1749222587.277002,527.5880595999988,30348887282
37,0,3,keyPress_Right,1749222591.9688735,532.2799228000003,30353579144
38,0,3,stimulusDisplayEnd,1749222609.5948787,549.9057391999995,30371204930
39,1,4,stimulusDisplayStart,1749222736.4973476,676.8076476999995,30498106843
40,1,4,keyPress_Right,1749222737.8056846,678.1159927000008,30499415182
41,1,4,keyPress_Left,1749222738.8809066,679.1911741999975,30500490365
42,1,4,keyPress_Right,1749222740.6642275,680.9751428999989,30502274342
43,1,4,keyPress_Left,1749222743.13083,683.4410607999998,30504740252
44,1,4,keyPress_Right,1749222744.7722733,685.0829849000002,30506382174
45,1,4,keyPress_Left,1749222753.1148224,693.4248975999981,30514724087
46,1,4,stimulusDisplayEnd,1749222766.4977887,706.808754499998,30528107952
47,1,5,stimulusDisplayStart,1749222770.5061462,710.8169224999983,30532116113
48,1,5,keyPress_Right,1749222771.5831237,711.8933713999977,30533192571
49,1,5,keyPress_Left,1749222780.5169487,720.8274066999984,30542126597
50,1,5,keyPress_Right,1749222788.617322,728.927451399999,30550226640
51,1,5,stimulusDisplayEnd,1749222800.5173428,740.8281124999994,30562127307
52,1,6,stimulusDisplayStart,1749222804.52603,744.8369277999991,30566136116
53,1,6,keyPress_Left,1749222807.5934732,747.9042962999993,30569203487
54,1,6,keyPress_Right,1749222809.2438667,749.5543408999984,30570853539
55,1,6,keyPress_Left,1749222810.3860507,750.6962636999997,30571995452
56,1,6,keyPress_Right,1749222823.4617712,763.7724051999976,30585071595
57,1,6,keyPress_Left,1749222826.4281445,766.7384646999999,30588037653
58,1,6,keyPress_Right,1749222830.111853,770.4221733999984,30591721361
59,1,6,stimulusDisplayEnd,1749222834.5365045,774.8472015999978,30596146393
60,1,7,stimulusDisplayStart,1749222838.555243,778.8655442999989,30600164736
61,1,7,keyPress_Right,1749222841.8796551,782.1899817999983,30603489172
62,1,7,keyPress_Left,1749222847.8547387,788.1652078000006,30609464396
63,1,7,keyPress_Right,1749222850.029931,790.3403517999977,30611639541
64,1,7,keyPress_Left,1749222852.263809,792.5739050999982,30613873095
65,1,7,keyPress_Right,1749222860.8560336,801.166375599998,30622465566
66,1,7,keyPress_Left,1749222866.4229643,806.7331200999979,30628032312
67,1,7,stimulusDisplayEnd,1749222868.563907,808.8748653999974,30630174096
68,2,8,stimulusDisplayStart,1749222989.239588,929.5504717999975,30750849663
69,2,8,keyPress_Right,1749222990.2492006,930.559486099999,30751858680
70,2,8,keyPress_Left,1749222999.7419114,940.0520770999974,30761351305
71,2,8,keyPress_Right,1749223002.7413704,943.0523226000005,30764351514
72,2,8,stimulusDisplayEnd,1749223019.2503223,959.5612201000004,30780860415
73,2,9,stimulusDisplayStart,1749223023.2593293,963.5699237000008,30784869115
74,2,9,keyPress_Left,1749223025.2682831,965.5790529999977,30786878245
75,2,9,keyPress_Right,1749223027.6599784,967.9703363000008,30789269562
76,2,9,keyPress_Left,1749223035.4442077,975.7544481999976,30797053639
77,2,9,keyPress_Right,1749223038.0774374,978.388424599998,30799687626
78,2,9,keyPress_Left,1749223041.2362409,981.5464649999994,30802845656
79,2,9,keyPress_Right,1749223047.0864842,987.397152900001,30808696377
80,2,9,keyPress_Left,1749223049.4453402,989.7561743999977,30811055366
81,2,9,stimulusDisplayEnd,1749223053.278063,993.5890258,30814888260
82,2,10,stimulusDisplayStart,1749223057.295335,997.6061227999999,30818905312
83,2,10,keyPress_Right,1749223060.8961654,1001.2062803999979,30822505471
84,2,10,keyPress_Left,1749223063.113991,1003.4240720999987,30824723270
85,2,10,keyPress_Right,1749223064.5879328,1004.8984192999997,30826197610
86,2,10,keyPress_Left,1749223067.9050546,1008.2160571999993,30829515250
87,2,10,keyPress_Right,1749223071.32153,1011.6321160999978,30832931338
88,2,10,keyPress_Left,1749223073.3216963,1013.6322690999987,30834931492
89,2,10,keyPress_Right,1749223077.3724012,1017.6830403999993,30838982230
90,2,10,stimulusDisplayEnd,1749223087.30515,1027.6160803999992,30848915271
91,2,11,stimulusDisplayStart,1749223091.3226178,1031.6335790999983,30852932774
92,2,11,keyPress_Right,1749223092.9149995,1033.225263799999,30854524454
93,2,11,keyPress_Left,1749223094.806575,1035.1171461999984,30856416369
94,2,11,keyPress_Right,1749223107.940843,1048.251414800001,30869550606
95,2,11,keyPress_Left,1749223114.0501945,1054.3604664999984,30875659657
96,2,11,keyPress_Right,1749223118.0250866,1058.3353362999987,30879634527
97,2,11,stimulusDisplayEnd,1749223121.3491812,1061.660108199998,30882959299
98,3,12,stimulusDisplayStart,1749223250.1012926,1190.4121871999996,31011711381
99,3,12,keyPress_Right,1749223250.784882,1191.0950448999974,31012394241
100,3,12,keyPress_Left,1749223259.9772258,1200.2875370000002,31021586731
101,3,12,keyPress_Right,1749223262.511045,1202.8215447999974,31024120776
102,3,12,keyPress_Left,1749223267.3444636,1207.6551835999999,31028954382
103,3,12,stimulusDisplayEnd,1749223280.1113422,1220.4221904999977,31041721383
104,3,13,stimulusDisplayStart,1749223284.1211896,1224.4315757000004,31045730805
105,3,13,keyPress_Right,1749223286.0874507,1226.3977400999975,31047696940
106,3,13,keyPress_Left,1749223293.5878747,1233.898470199998,31055197662
107,3,13,keyPress_Right,1749223295.2801497,1235.5911598999992,31056890356
108,3,13,keyPress_Left,1749223297.6718843,1237.9826642000007,31059281865
109,3,13,keyPress_Right,1749223299.6888514,1239.9993590999984,31061298548
110,3,13,keyPress_Left,1749223301.7054818,1242.0162461,31063315440
111,3,13,keyPress_Right,1749223304.8474479,1245.1580386999995,31066457229
112,3,13,keyPress_Left,1749223307.4974532,1247.808261899998,31069107454
113,3,13,keyPress_Left,1749223307.9478998,1248.2585230999975,31069557721
114,3,13,keyPress_Right,1749223309.7479076,1250.0584099999978,31071357600
115,3,13,keyPress_Left,1749223311.464479,1251.7751897999988,31073074382
116,3,13,stimulusDisplayEnd,1749223314.1384895,1254.4494128000006,31075748614
117,3,14,stimulusDisplayStart,1749223318.1562834,1258.467160199998,31079766359
118,3,14,keyPress_Left,1749223320.298412,1260.6091481000003,31081908340
119,3,14,keyPress_Right,1749223326.290867,1266.6010967999973,31087900289
120,3,14,keyPress_Left,1749223327.6487305,1267.9597869999998,31089258976
121,3,14,keyPress_Right,1749223334.008001,1274.3182858,31095617488
122,3,14,keyPress_Left,1749223345.6577404,1285.9686508999985,31107267872
123,3,14,stimulusDisplayEnd,1749223348.1661174,1288.477025799999,31109776255
124,3,15,stimulusDisplayStart,1749223352.1844928,1292.4946438000006,31113793840
125,3,15,keyPress_Left,1749223357.5012362,1297.8115408999984,31119110743
