,blockID,trialNumber,triggerName,timestamp_sys,timestamp_psyc,timestamp_tobii
0,pract,0,stimulusDisplayStart,1749806122.1788697,18.12198239999998,9064777969
1,pract,0,stimulusDisplayEnd,1749806152.180745,48.124028799998996,9094780014
2,pract,1,stimulusDisplayStart,1749806156.1972766,52.14023839999936,9098796225
3,pract,1,stimulusDisplayEnd,1749806186.2094445,82.15215659999922,9128808142
4,0,0,stimulusDisplayStart,1749806427.5590794,323.50201259999994,9370157995
5,0,0,keyPress_Right,1749806432.9772816,328.92003250000016,9375576014
6,0,0,keyPress_Right,1749806433.9608314,329.9035922000003,9376559572
7,0,0,keyPress_Left,1749806446.3192973,342.2626645,9388918679
8,0,0,stimulusDisplayEnd,1749806457.569833,353.5129123000006,9400168937
9,0,1,stimulusDisplayStart,1749806461.5791516,357.52227420000054,9404178261
10,0,1,keyPress_Right,1749806465.3880029,361.33114860000023,9407987160
11,0,1,keyPress_Left,1749806490.339771,386.28251679999994,9432938498
12,0,1,stimulusDisplayEnd,1749806491.589954,387.5326464999998,9434188628
13,0,2,stimulusDisplayStart,1749806495.598444,391.5413633999997,9438197375
14,0,2,keyPress_Left,1749806501.465824,397.4085586000001,9444064543
15,0,2,stimulusDisplayEnd,1749806525.6085672,421.5516260000004,9468207609
16,0,3,stimulusDisplayStart,1749806529.6184242,425.56097169999884,9472216954
17,0,3,keyPress_Right,1749806535.1848335,431.12754459999996,9477783529
18,0,3,stimulusDisplayEnd,1749806559.6357255,455.5790791999989,9502235069
19,1,4,stimulusDisplayStart,1749806731.99047,627.9336387000003,9674589619
20,1,4,keyPress_Right,1749806744.417138,640.360251099999,9687016234
21,1,4,keyPress_Left,1749806757.9263725,653.8688571000002,9700524847
22,1,4,stimulusDisplayEnd,1749806762.0005076,657.9437720000005,9704599761
23,1,5,stimulusDisplayStart,1749806766.0094552,661.9525802999997,9708608564
24,1,5,keyPress_Right,1749806770.3843834,666.327770599999,9712983754
25,1,5,keyPress_Left,1749806774.5192735,670.4623307000002,9717118311
26,1,5,keyPress_Right,1749806782.2110364,678.154096799999,9724810079
27,1,5,stimulusDisplayEnd,1749806796.0279694,691.9710481000002,9738627030
28,1,6,stimulusDisplayStart,1749806800.0461001,695.9886002999992,9742644621
29,1,6,keyPress_Right,1749806805.8211799,701.7642668999997,9748420249
30,1,6,keyPress_Left,1749806828.2813888,724.2238152999998,9770879802
31,1,6,stimulusDisplayEnd,1749806830.0650125,726.0076666999994,9772663649
32,1,7,stimulusDisplayStart,1749806834.0809436,730.0240768000003,9776680064
33,1,7,keyPress_Right,1749806837.2563636,733.1997522000001,9779855769
34,1,7,stimulusDisplayEnd,1749806864.0832345,760.0262935999999,9806682277
35,2,8,stimulusDisplayStart,1749807025.6366751,921.5799969999989,9968235997
36,2,8,keyPress_Right,1749807034.5292912,930.4723365999998,9977128359
37,2,8,keyPress_Left,1749807049.330687,945.2732328000002,9991929215
38,2,8,stimulusDisplayEnd,1749807055.647205,951.5902547000005,9998246237
39,2,9,stimulusDisplayStart,1749807059.655222,955.5985682999999,10002254552
40,2,9,keyPress_Right,1749807065.7071774,961.6498520000005,10008305833
41,2,9,stimulusDisplayEnd,1749807089.6743157,985.6173646999996,10032273381
42,2,10,stimulusDisplayStart,1749807093.6919253,989.6347872999995,10036290767
43,2,10,keyPress_Right,1749807102.7672873,998.7106999999996,10045366716
44,2,10,keyPress_Left,1749807116.8027074,1012.7458091999997,10059401791
45,2,10,stimulusDisplayEnd,1749807123.6935093,1019.6367938000003,10066292781
46,2,11,stimulusDisplayStart,1749807127.703152,1023.6465348999991,10070302515
47,2,11,keyPress_Left,1749807135.478043,1031.4214240000001,10078077435
48,2,11,stimulusDisplayEnd,1749807157.7304354,1053.6728791000005,10100328859
